-0.207070	-0.896910	-1.000000
-0.106833	0.561298	-1.000000
-0.968834	-0.189314	-1.000000
-0.232568	-0.808473	-1.000000
0.799709	-0.242802	-1.000000
0.066129	0.775566	-1.000000
-0.460058	-0.554826	-1.000000
0.484755	-0.477887	-1.000000
-0.190035	0.909074	-1.000000
0.325661	-0.869887	-1.000000
-0.376208	1.674128	1.000000
2.878766	9.552907	1.000000
4.827523	24.611760	1.000000
1.008551	2.625892	1.000000
-2.875612	10.155040	1.000000
-1.953429	4.967745	1.000000
-1.623381	4.022843	1.000000
1.436098	3.815932	1.000000
1.036161	2.605258	1.000000
-0.406397	1.817647	1.000000
