-0.207070	-0.896910	-1.000000
-0.106833	0.561298	-1.000000
-0.968834	-0.189314	-1.000000
-0.232568	-0.808473	-1.000000
0.799709	-0.242802	-1.000000
0.066129	0.775566	-1.000000
-0.460058	-0.554826	-1.000000
0.484755	-0.477887	-1.000000
-0.190035	0.909074	-1.000000
0.325661	-0.869887	-1.000000
-0.150483	1.532596	1.000000
-0.937551	-1.982752	1.000000
0.403421	-1.608716	1.000000
1.543581	-0.390686	1.000000
-1.392561	-0.324676	1.000000
-0.450092	1.643610	1.000000
0.414464	-1.531628	1.000000
0.609954	1.327181	1.000000
-0.527841	-1.943890	1.000000
0.066400	-1.272771	1.000000
