1	1.113029	1.016839	6.783400	6.577835	7.338088	7.076543	10.188186	8.185938	9.857847	11.879213	
1	0.718057	2.321148	4.675919	3.819733	5.247053	8.940459	9.976654	11.586910	11.598495	11.540483	
1	1.279073	5.413930	2.345837	5.259062	7.013257	6.580465	9.332788	8.628919	9.571748	11.302241	
1	1.416746	3.361434	2.551720	4.146246	5.480381	7.933184	6.232546	7.505045	12.090102	9.176366	
1	3.086552	5.659863	4.479883	5.877587	8.947801	7.845258	8.493004	7.111579	8.154533	9.112726	
1	2.176877	2.674333	2.716238	7.868688	8.366825	6.234105	8.157439	10.754659	10.549001	13.342044	
1	1.869075	5.142488	3.811441	4.093296	7.407403	9.362264	10.792136	11.313892	9.462804	10.869615	
1	0.246296	2.681257	5.060487	6.725692	8.479420	9.132569	10.726342	7.918314	10.241909	10.444424	
1	0.769063	4.435778	4.333873	4.601385	6.799865	9.433037	9.720143	8.835203	8.079876	9.948984	
1	2.265796	2.289105	4.089604	5.166861	5.647523	6.624049	6.832229	9.209349	12.717697	9.470713	
1	3.180981	4.555306	6.753154	5.080040	6.069496	8.814668	9.032348	7.427106	9.401944	11.337640	
1	1.991202	2.171952	6.267217	7.828365	7.513684	8.523794	9.808974	9.224095	10.437706	9.142050	
1	4.002317	2.859037	3.085610	6.641992	8.580171	6.706080	6.062394	8.161232	8.540533	9.956417	
1	1.970358	3.345085	4.543002	6.611347	6.348451	5.286869	8.202914	8.205485	10.605930	9.629237	
1	0.838673	2.417207	5.046638	3.613644	4.787316	7.639740	6.101230	8.229004	12.530795	13.652261	
1	1.444908	2.332864	6.767069	3.240138	7.887845	9.227134	8.302887	11.940766	11.410609	13.397170	
1	1.466577	2.337967	2.869059	7.152286	7.257454	7.373615	9.119633	8.625286	12.922356	9.697936	
1	2.289507	5.839251	6.228777	6.926063	7.825313	6.375362	10.678100	7.921997	12.752985	13.073300	
1	1.952216	2.584698	3.239607	3.365687	5.333603	5.584967	6.301311	10.443622	10.894745	11.694803	
1	4.100091	3.827982	4.269951	6.689730	5.233685	9.890375	7.544605	10.794128	11.278507	9.941169	
1	0.607155	2.612821	6.393884	7.145703	4.482367	6.860218	9.350072	9.412486	10.115461	11.700485	
1	1.981728	3.641137	4.611364	6.465850	7.887517	8.147975	9.497826	7.070745	9.555578	12.482112	
1	2.512372	3.810742	3.869751	3.185856	5.188631	9.978848	7.784261	10.774918	8.005573	12.977579	
1	1.502331	3.453957	4.572461	4.311392	6.679644	9.932207	10.652255	8.046554	11.435333	13.456341	
1	1.316827	2.388758	6.495198	7.580254	4.109366	6.894986	7.834006	7.694462	8.334006	13.275932	
1	3.211228	4.344507	3.961948	5.607222	4.008510	6.484615	10.739697	7.228592	10.544064	11.099493	
1	1.901653	5.424894	5.341321	6.846155	7.059993	8.734317	8.714348	7.235010	12.893941	13.078770	
1	2.064315	5.303898	4.853205	5.848052	8.788650	8.112572	10.282245	8.160775	9.032301	12.773313	
1	1.859353	5.166469	3.269016	5.164423	6.614269	7.918430	10.015729	10.178562	10.767695	9.837605	
1	3.746633	5.021969	5.343800	5.483824	5.192555	7.091131	9.701449	7.460187	9.858651	9.651347	
1	0.460764	2.085357	2.457671	4.470759	6.558880	5.591296	10.491322	7.720868	12.532986	12.232895	
1	0.888097	1.540552	3.421255	4.851543	8.157941	8.328437	10.604979	8.215599	8.203052	10.934602	
1	2.340673	3.293675	5.746687	6.776580	4.892272	6.506571	8.340289	10.519178	10.954570	10.783549	
1	1.381324	3.298579	5.234202	3.829601	5.333530	9.707424	10.538766	8.631653	11.966811	9.511231	
1	4.823754	4.710670	5.520577	7.662769	5.307176	7.608887	9.102218	8.898111	12.819946	10.310518	
1	1.737641	5.517652	4.993856	6.782044	7.434954	6.811769	8.066423	10.214439	10.562673	9.621873	
1	3.011864	1.312468	5.203182	7.324112	4.289338	9.641624	6.858941	7.878834	9.773425	9.475592	
1	4.667347	3.751302	4.828269	4.228744	8.839832	6.428121	10.077201	7.679611	11.367155	11.832805	
1	2.165807	3.141095	6.626834	4.289326	4.820991	7.188247	10.656901	9.353817	9.264656	13.769522	
1	2.804884	4.094706	5.681984	7.585625	7.769915	8.466093	10.995473	7.682452	9.792729	12.707205	
